,citedby-count,type,date,doi,journal_name,subtype,Name,ORCID,author_scid,publication_id,given_name,surname,author_order,coauthor_scopus_id,affiliation_ids
24,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Viola,Dreyer,15,57209468003,60084828
25,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Sarah G.,Earle,16,55242134400,60026851
26,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Vincent,Escuyer,17,6602142981,60010971
27,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Lucilaine,Ferrazoli,18,6602730520,60029705
28,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,George Fu,Gao,19,57984297900,60031363
29,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Jennifer,Gardy,20,7801475389,60022241
30,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Saheer,Gharbia,21,7003828563,60267654
31,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Kelen Teixeira,Ghisi,22,57219267605,60029705
32,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Arash,Ghodousi,23,57202720307,"60023516,60009622"
33,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Ana Luíza Gibertoni,Cruz,24,57821618800,60026851
34,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Louis,Grandjean,25,24512250000,60022148
35,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Clara,Grazian,26,56025986500,60028333
36,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Ramona,Groenheit,27,36243411600,60138464
37,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Jennifer L.,Guthrie,28,25641140600,"60010365,60109427"
38,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Wencong,He,29,57207135721,60031363
39,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Harald,Hoffmann,30,12752914200,"122961885,116874481"
40,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Sarah J.,Hoosdally,31,22950654200,60026851
41,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Martin,Hunt,32,50061142000,"60026851,60026124"
42,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Zamin,Iqbal,33,36782452200,60026124
43,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Nazir Ahmed,Ismail,34,57213172447,60031471
44,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Lisa,Jarrett,35,57204447057,60111140
45,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Lavania,Joseph,36,57195267610,60031471
46,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Ruwen,Jou,37,6701375508,60006032
47,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Priti,Kambli,38,55325129800,60022629
48,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Rukhsar,Khot,39,57204679766,60022629
49,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Jeff,Knaggs,40,57201739322,"60026851,60026124"
50,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Anastasia,Koch,41,7403037237,60000356
51,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Donna,Kohlerschmidt,42,16052884500,60010971
52,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Samaneh,Kouchaki,43,55486118200,"60026851,60021097"
53,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Alexander S.,Lachapelle,44,57192541186,60026851
54,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Ajit,Lalvani,45,57195801728,60015150
55,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Simon Grandjean,Lapierre,46,57189581172,60009507
56,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Ian F.,Laurenson,47,7003317411,101579224
57,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Brice,Letcher,48,57221329823,60026124
58,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Wan-Hsuan,Lin,49,57205262427,60006032
59,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Chunfa,Liu,50,55943109800,60031363
60,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Dongxin,Liu,51,56680333800,60031363
61,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Kerri M.,Malone,52,56396279300,60026124
62,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Ayan,Mandal,53,57222338609,60067533
63,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Mikael,Mansjö,54,42561434700,60138464
64,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Daniela,Matias,55,57210176661,60111140
65,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Graeme,Meintjes,56,13612258700,60000356
66,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Flávia,de Freitas Mendes,57,57276887600,60029705
67,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Matthias,Merker,58,57216675015,60084828
68,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Marina,Mihalic,59,57213186054,116874481
69,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,James,Millard,60,57203009227,60138826
70,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Paolo,Miotto,61,14045636000,60023516
71,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Nerges,Mistry,62,7005288724,60067533
72,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,David,Moore,63,14052683900,60031331
73,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Kimberlee A.,Musser,64,6603104663,60010971
74,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Dumisani,Ngcamu,65,57276834600,60031471
75,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Hoang Ngoc,Nhung,66,57191108631,60138292
76,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Stefan,Niemann,67,7006827120,"60084828,113826386,128305437,117393407,122171490"
77,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Kayzad Soli,Nilgiriwala,68,24765391000,60067533
78,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Camus,Nimmo,69,55760740900,60022148
79,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Nana,Okozi,70,57276733200,60031471
80,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Rosangela Siqueira,Oliveira,71,57820838700,60029705
81,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Shaheed Vally,Omar,72,57215633059,60031471
82,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Nicholas,Paton,73,7101820336,60017161
83,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Timothy E.A.,Peto,74,7005772816,60026851
84,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Juliana Maira Watanabe,Pinhata,75,56841652400,60029705
85,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Sara,Plesnik,76,57210171076,116874481
86,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Zully M.,Puyen,77,35604560500,60071247
87,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Marie Sylvianne,Rabodoarivelo,78,56964516100,60072611
88,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Niaina,Rakotosamimanana,79,36162028500,60072611
89,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Paola M.V.,Rancoita,80,24177108800,60009622
90,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Priti,Rathod,81,57203170957,60111140
91,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Esther,Robinson,82,7402134810,60111140
92,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Gillian,Rodger,83,57218346294,60026851
93,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Camilla,Rodrigues,84,7202508291,60022629
94,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Timothy C.,Rodwell,85,6603200869,"125883768,60030612"
95,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Aysha,Roohi,86,57231839300,60026851
96,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,David,Santos-Lazaro,87,57216612437,60071247
97,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Sanchi,Shah,88,57205466897,60067533
98,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Thomas Andreas,Kohl,89,35337009700,60084828
99,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Grace,Smith,90,26023846800,"60267654,60111140"
100,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Walter,Solano,91,56674500100,60071237
101,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Andrea,Spitaleri,92,6507741513,"60023516,60009622"
102,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Philip,Supply,93,56137080600,60107808
103,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Utkarsha,Surve,94,57201258186,60022629
104,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Sabira,Tahseen,95,57213789348,109731210
105,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Nguyen Thuy Thuong,Thuong,96,16551464800,60138292
106,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Guy,Thwaites,97,6603796838,"60026851,60138292"
107,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Katharina,Todt,98,57276949300,116874481
108,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Alberto,Trovato,99,56105003800,60023516
109,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Christian,Utpatel,100,53980499600,60084828
110,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Annelies,Van Rie,101,6603178957,60012937
111,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Srinivasan,Vijay,102,44161396000,60027272
112,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Timothy M.,Walker,103,55562321300,"60026851,60138292"
113,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,A. Sarah,Walker,104,7403910584,60026851
114,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Robin,Warren,105,7401711517,60001565
115,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Jim,Werngren,106,6506986512,60138464
116,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Maria,Wijkander,107,55940943500,60138464
117,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Robert J.,Wilkinson,108,7402272158,"60015150,60233145,60107285"
118,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Daniel J.,Wilson,109,57202955230,60026851
119,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Penelope,Wintringer,110,57216362899,60026124
120,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Yu-Xin,Xiao,111,57276703200,60006032
121,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Yang,Yang,112,57260096400,60026851
122,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Zhao,Yanlin,113,35750880500,60031363
123,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Shen-Yuan,Yao,114,57276703300,60031471
124,1,Journal,2022-10-01,10.1183/13993003.00239-2022,European Respiratory Journal,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85142815253,Baoli,Zhu,115,57190062800,60021016
125,1,Journal,2022-08-01,10.1371/journal.pbio.3001721,PLoS biology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85135733341,Derrick W.,Crook,1,7102132624,60026851
126,1,Journal,2022-08-01,10.1371/journal.pbio.3001721,PLoS biology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85135733341,Timothy E A,Peto,2,7005772816,60026851
127,1,Journal,2022-08-01,10.1371/journal.pbio.3001721,PLoS biology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85135733341,Sarah J.,Hoosdally,3,22950654200,60026851
128,1,Journal,2022-08-01,10.1371/journal.pbio.3001721,PLoS biology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85135733341,Ana Lúıza Gibertoni,Cruz,4,57821618800,60026851
129,1,Journal,2022-08-01,10.1371/journal.pbio.3001721,PLoS biology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85135733341,A Sarah,Walker,5,7403910584,60026851
130,1,Journal,2022-08-01,10.1371/journal.pbio.3001721,PLoS biology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85135733341,Timothy M.,Walker,6,55562321300,60026851
131,1,Journal,2022-08-01,10.1371/journal.pbio.3001721,PLoS biology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85135733341,Philip W.,Fowler,7,8937403500,60026851
132,1,Journal,2022-08-01,10.1371/journal.pbio.3001721,PLoS biology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85135733341,Zamin,Iqbal,8,36782452200,60026851
133,1,Journal,2022-08-01,10.1371/journal.pbio.3001721,PLoS biology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85135733341,Daniela Maria,Cirillo,9,7005158262,60026851
134,1,Journal,2022-08-01,10.1371/journal.pbio.3001721,PLoS biology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85135733341,Alice,Brankin,10,57212415028,60026851
135,1,Journal,2022-08-01,10.1371/journal.pbio.3001721,PLoS biology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85135733341,Kerri M.,Malone,11,56396279300,60026851
136,1,Journal,2022-08-01,10.1371/journal.pbio.3001721,PLoS biology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85135733341,Martin,Hunt,12,50061142000,60026851
137,1,Journal,2022-08-01,10.1371/journal.pbio.3001721,PLoS biology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85135733341,Jeff,Knaggs,13,57201739322,60026851
138,1,Journal,2022-08-01,10.1371/journal.pbio.3001721,PLoS biology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85135733341,Nerges,Mistry,14,7005288724,60026851
139,1,Journal,2022-08-01,10.1371/journal.pbio.3001721,PLoS biology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85135733341,Camilla,Rodrigues,15,7202508291,60026851
140,1,Journal,2022-08-01,10.1371/journal.pbio.3001721,PLoS biology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85135733341,David,Moore,16,14052683900,60026851
141,1,Journal,2022-08-01,10.1371/journal.pbio.3001721,PLoS biology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85135733341,Nazir Ahmed,Ismail,17,57213172447,60026851
142,1,Journal,2022-08-01,10.1371/journal.pbio.3001721,PLoS biology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85135733341,Stefan,Niemann,18,7006827120,60026851
143,1,Journal,2022-08-01,10.1371/journal.pbio.3001721,PLoS biology,Article,Clara Grazian,0000-0002-4967-7720,56025986500,85135733341,Aysha,Roohi,19,57231839300,60026851
